,filename,start_time,end_time,site_id,time_difference
180,flevopark_10_audio1_2021-12-10_07-23-10_(4),2021-12-10 07:23:10+00:00,2021-12-10 09:00:00+00:00,flevopark_10_,-1598447.0
181,flevopark_10_audio1_2021-12-12_05-00-00_(13),2021-12-12 05:00:00+00:00,2021-12-12 07:23:09+00:00,flevopark_10_,-1764046.5
182,flevopark_10_audio1_2021-12-13_05-00-00_(18),2021-12-13 05:00:00+00:00,2021-12-13 07:23:09+00:00,flevopark_10_,-1850446.5
183,flevopark_10_audio1_2021-12-11_18-23-10_(11),2021-12-11 18:23:10+00:00,2021-12-11 20:46:19+00:00,flevopark_10_,-1725836.5
184,flevopark_10_audio1_2021-12-12_20-46-20_(17),2021-12-12 20:46:20+00:00,2021-12-12 22:00:00+00:00,flevopark_10_,-1818742.0
185,flevopark_10_audio1_2021-12-13_18-23-10_(21),2021-12-13 18:23:10+00:00,2021-12-13 20:46:19+00:00,flevopark_10_,-1898636.5
186,flevopark_10_audio1_2021-12-14_05-00-00_(23),2021-12-14 05:00:00+00:00,2021-12-14 07:23:09+00:00,flevopark_10_,-1936846.5
187,flevopark_10_audio1_2021-12-11_20-46-20_(12),2021-12-11 20:46:20+00:00,2021-12-11 22:00:00+00:00,flevopark_10_,-1732342.0
188,flevopark_10_audio1_2021-12-14_16-00-00_(25),2021-12-14 16:00:00+00:00,2021-12-14 18:23:09+00:00,flevopark_10_,-1976446.5
189,flevopark_10_audio1_2021-11-18_20-46-20_(34),2021-11-18 20:46:20+00:00,2021-11-18 22:00:00+00:00,flevopark_10_,254858.0
190,flevopark_10_audio1_2021-11-19_05-00-00_(35),2021-11-19 05:00:00+00:00,2021-11-19 07:23:09+00:00,flevopark_10_,223153.5
191,flevopark_10_audio1_2021-11-19_20-46-20_(39),2021-11-19 20:46:20+00:00,2021-11-19 22:00:00+00:00,flevopark_10_,168458.0
192,flevopark_10_audio1_2021-11-18_18-23-10_(33),2021-11-18 18:23:10+00:00,2021-11-18 20:46:19+00:00,flevopark_10_,261363.5
193,flevopark_10_audio1_2021-11-21_05-00-00_(45),2021-11-21 05:00:00+00:00,2021-11-21 07:23:09+00:00,flevopark_10_,50353.5
194,flevopark_10_audio1_2021-11-22_05-00-00_(50),2021-11-22 05:00:00+00:00,2021-11-22 07:23:09+00:00,flevopark_10_,-36046.5
195,flevopark_10_audio1_2021-11-24_05-00-00_(56),2021-11-24 05:00:00+00:00,2021-11-24 05:12:49+00:00,flevopark_10_,-204936.5
196,flevopark_10_audio1_2021-12-02_20-46-20_(2),2021-12-02 20:46:20+00:00,2021-12-02 22:00:00+00:00,flevopark_10_,-954742.0
197,flevopark_10_audio1_2021-11-22_18-23-10_(53),2021-11-22 18:23:10+00:00,2021-11-22 19:49:06+00:00,flevopark_10_,-82520.0
198,flevopark_10_audio1_2021-12-02_18-23-10_(1),2021-12-02 18:23:10+00:00,2021-12-02 20:46:19+00:00,flevopark_10_,-948236.5
199,flevopark_10_audio1_2021-12-03_18-23-10_(6),2021-12-03 18:23:10+00:00,2021-12-03 20:46:19+00:00,flevopark_10_,-1034636.5
200,flevopark_10_audio1_2021-12-03_20-46-20_(7),2021-12-03 20:46:20+00:00,2021-12-03 22:00:00+00:00,flevopark_10_,-1041142.0
201,flevopark_10_audio1_2021-12-04_05-00-00_(8),2021-12-04 05:00:00+00:00,2021-12-04 07:23:09+00:00,flevopark_10_,-1072846.5
202,flevopark_10_audio1_2021-12-05_16-00-00_(15),2021-12-05 16:00:00+00:00,2021-12-05 18:23:09+00:00,flevopark_10_,-1198846.5
203,flevopark_10_audio1_2021-12-05_18-23-10_(16),2021-12-05 18:23:10+00:00,2021-12-05 20:46:19+00:00,flevopark_10_,-1207436.5
204,flevopark_10_audio1_2021-12-05_20-46-20_(17),2021-12-05 20:46:20+00:00,2021-12-05 22:00:00+00:00,flevopark_10_,-1213942.0
205,flevopark_10_audio1_2021-12-08_05-00-00_(27),2021-12-08 05:00:00+00:00,2021-12-08 05:27:04+00:00,flevopark_10_,-1414964.0
206,flevopark_10_audio1_2021-12-09_20-46-20_(2),2021-12-09 20:46:20+00:00,2021-12-09 22:00:00+00:00,flevopark_10_,-1559542.0
207,flevopark_10_audio1_2021-12-11_16-00-00_(10),2021-12-11 16:00:00+00:00,2021-12-11 18:23:09+00:00,flevopark_10_,-1717246.5
208,flevopark_10_audio1_2021-12-12_18-23-10_(16),2021-12-12 18:23:10+00:00,2021-12-12 20:46:19+00:00,flevopark_10_,-1812236.5
209,flevopark_10_audio1_2021-12-10_20-46-20_(7),2021-12-10 20:46:20+00:00,2021-12-10 22:00:00+00:00,flevopark_10_,-1645942.0
210,flevopark_10_audio1_2021-12-11_05-00-00_(8),2021-12-11 05:00:00+00:00,2021-12-11 07:23:09+00:00,flevopark_10_,-1677646.5
211,flevopark_10_audio1_2021-12-13_07-23-10_(19),2021-12-13 07:23:10+00:00,2021-12-13 09:00:00+00:00,flevopark_10_,-1857647.0
212,flevopark_10_audio1_2021-12-12_07-23-10_(14),2021-12-12 07:23:10+00:00,2021-12-12 09:00:00+00:00,flevopark_10_,-1771247.0
213,flevopark_10_audio1_2021-12-12_16-00-00_(15),2021-12-12 16:00:00+00:00,2021-12-12 18:23:09+00:00,flevopark_10_,-1803646.5
214,flevopark_10_audio1_2021-12-14_07-23-10_(24),2021-12-14 07:23:10+00:00,2021-12-14 09:00:00+00:00,flevopark_10_,-1944047.0
215,flevopark_10_audio1_2021-12-13_16-00-00_(20),2021-12-13 16:00:00+00:00,2021-12-13 18:23:09+00:00,flevopark_10_,-1890046.5
216,flevopark_10_audio1_2021-12-13_20-46-20_(22),2021-12-13 20:46:20+00:00,2021-12-13 22:00:00+00:00,flevopark_10_,-1905142.0
217,flevopark_10_audio1_2021-12-14_20-46-21_(27),2021-12-14 20:46:21+00:00,2021-12-14 22:00:00+00:00,flevopark_10_,-1991542.5
218,flevopark_10_audio1_2021-12-15_05-00-00_(28),2021-12-15 05:00:00+00:00,2021-12-15 06:15:38+00:00,flevopark_10_,-2021221.0
219,flevopark_10_audio1_2021-12-14_18-23-11_(26),2021-12-14 18:23:11+00:00,2021-12-14 20:46:20+00:00,flevopark_10_,-1985037.5
220,flevopark_10_audio1_2021-12-16_05-00-00_(30),2021-12-16 05:00:00+00:00,2021-12-16 05:14:28+00:00,flevopark_10_,-2105786.0
221,flevopark_10_audio1_2021-12-11_07-23-10_(9),2021-12-11 07:23:10+00:00,2021-12-11 09:00:00+00:00,flevopark_10_,-1684847.0
222,flevopark_10_audio1_2021-12-10_16-00-00_(5),2021-12-10 16:00:00+00:00,2021-12-10 18:23:09+00:00,flevopark_10_,-1630846.5
223,flevopark_10_audio1_2021-11-19_07-23-10_(36),2021-11-19 07:23:10+00:00,2021-11-19 09:00:00+00:00,flevopark_10_,215953.0
224,flevopark_10_audio1_2021-11-19_16-00-00_(37),2021-11-19 16:00:00+00:00,2021-11-19 18:23:09+00:00,flevopark_10_,183553.5
225,flevopark_10_audio1_2021-11-18_16-00-00_(32),2021-11-18 16:00:00+00:00,2021-11-18 18:23:09+00:00,flevopark_10_,269953.5
226,flevopark_10_audio1_2021-11-19_18-23-10_(38),2021-11-19 18:23:10+00:00,2021-11-19 20:46:19+00:00,flevopark_10_,174963.5
227,flevopark_10_audio1_2021-11-21_20-46-20_(49),2021-11-21 20:46:20+00:00,2021-11-21 22:00:00+00:00,flevopark_10_,-4342.0
228,flevopark_10_audio1_2021-11-21_16-00-00_(47),2021-11-21 16:00:00+00:00,2021-11-21 18:23:09+00:00,flevopark_10_,10753.5
229,flevopark_10_audio1_2021-11-21_07-23-10_(46),2021-11-21 07:23:10+00:00,2021-11-21 09:00:00+00:00,flevopark_10_,43153.0
230,flevopark_10_audio1_2021-11-23_16-00-00_(55),2021-11-23 16:00:00+00:00,2021-11-23 16:18:31+00:00,flevopark_10_,-158307.5
231,flevopark_10_audio1_2021-11-22_07-23-10_(51),2021-11-22 07:23:10+00:00,2021-11-22 09:00:00+00:00,flevopark_10_,-43247.0
232,flevopark_10_audio1_2021-11-23_05-00-00_(54),2021-11-23 05:00:00+00:00,2021-11-23 05:22:13+00:00,flevopark_10_,-118818.5
233,flevopark_10_audio1_2021-11-22_16-00-00_(52),2021-11-22 16:00:00+00:00,2021-11-22 18:23:09+00:00,flevopark_10_,-75646.5
234,flevopark_10_audio1_2021-12-02_16-00-00_(0),2021-12-02 16:00:00+00:00,2021-12-02 18:23:09+00:00,flevopark_10_,-939646.5
235,flevopark_10_audio1_2021-12-03_07-23-10_(4),2021-12-03 07:23:10+00:00,2021-12-03 09:00:00+00:00,flevopark_10_,-993647.0
236,flevopark_10_audio1_2021-12-03_05-00-00_(3),2021-12-03 05:00:00+00:00,2021-12-03 07:23:09+00:00,flevopark_10_,-986446.5
237,flevopark_10_audio1_2021-12-03_16-00-00_(5),2021-12-03 16:00:00+00:00,2021-12-03 18:23:09+00:00,flevopark_10_,-1026046.5
238,flevopark_10_audio1_2021-12-04_07-23-10_(9),2021-12-04 07:23:10+00:00,2021-12-04 09:00:00+00:00,flevopark_10_,-1080047.0
239,flevopark_10_audio1_2021-12-04_16-00-00_(10),2021-12-04 16:00:00+00:00,2021-12-04 18:23:09+00:00,flevopark_10_,-1112446.5
240,flevopark_10_audio1_2021-12-04_20-46-20_(12),2021-12-04 20:46:20+00:00,2021-12-04 22:00:00+00:00,flevopark_10_,-1127542.0
241,flevopark_10_audio1_2021-12-04_18-23-10_(11),2021-12-04 18:23:10+00:00,2021-12-04 20:46:19+00:00,flevopark_10_,-1121036.5
242,flevopark_10_audio1_2021-12-05_05-00-00_(13),2021-12-05 05:00:00+00:00,2021-12-05 07:23:09+00:00,flevopark_10_,-1159246.5
243,flevopark_10_audio1_2021-12-05_07-23-10_(14),2021-12-05 07:23:10+00:00,2021-12-05 09:00:00+00:00,flevopark_10_,-1166447.0
244,flevopark_10_audio1_2021-12-07_18-23-10_(26),2021-12-07 18:23:10+00:00,2021-12-07 19:09:17+00:00,flevopark_10_,-1377325.5
245,flevopark_10_audio1_2021-12-09_05-00-00_(29),2021-12-09 05:00:00+00:00,2021-12-09 05:13:24+00:00,flevopark_10_,-1500954.0
246,flevopark_10_audio1_2021-12-07_07-23-10_(24),2021-12-07 07:23:10+00:00,2021-12-07 09:00:00+00:00,flevopark_10_,-1339247.0
247,flevopark_10_audio1_2021-12-07_05-00-00_(23),2021-12-07 05:00:00+00:00,2021-12-07 07:23:09+00:00,flevopark_10_,-1332046.5
248,flevopark_10_audio1_2021-12-07_16-00-00_(25),2021-12-07 16:00:00+00:00,2021-12-07 18:23:09+00:00,flevopark_10_,-1371646.5
249,flevopark_10_audio1_2021-12-08_16-00-00_(28),2021-12-08 16:00:00+00:00,2021-12-08 16:20:56+00:00,flevopark_10_,-1454380.0
250,flevopark_12_audio1_2021-11-19_05-00-00_(5),2021-11-19 05:00:00+00:00,2021-11-19 07:23:09+00:00,flevopark_12_,1336299.5
251,flevopark_12_audio1_2021-11-18_16-00-00_(1),2021-11-18 16:00:00+00:00,2021-11-18 18:23:09+00:00,flevopark_12_,1383099.5
252,flevopark_12_audio1_2021-11-19_20-46-20_(11),2021-11-19 20:46:20+00:00,2021-11-19 22:00:00+00:00,flevopark_12_,1281604.0
253,flevopark_12_audio1_2021-11-19_18-23-10_(8),2021-11-19 18:23:10+00:00,2021-11-19 20:46:19+00:00,flevopark_12_,1288109.5
254,flevopark_12_audio1_2021-11-19_16-00-00_(7),2021-11-19 16:00:00+00:00,2021-11-19 18:23:09+00:00,flevopark_12_,1296699.5
255,flevopark_12_audio1_2021-11-20_07-23-10_(11),2021-11-20 07:23:10+00:00,2021-11-20 09:00:00+00:00,flevopark_12_,1242699.0
256,flevopark_12_audio1_2021-11-18_18-23-10_(3),2021-11-18 18:23:10+00:00,2021-11-18 20:46:19+00:00,flevopark_12_,1374509.5
257,flevopark_12_audio1_2021-11-20_16-00-00_(0),2021-11-20 16:00:00+00:00,2021-11-20 18:23:09+00:00,flevopark_12_,1210299.5
258,flevopark_12_audio1_2021-11-20_05-00-00_(12),2021-11-20 05:00:00+00:00,2021-11-20 07:23:09+00:00,flevopark_12_,1249899.5
259,flevopark_12_audio1_2021-11-20_18-23-10_(1),2021-11-20 18:23:10+00:00,2021-11-20 20:46:19+00:00,flevopark_12_,1201709.5
260,flevopark_12_audio1_2021-11-21_05-00-00_(3),2021-11-21 05:00:00+00:00,2021-11-21 07:23:09+00:00,flevopark_12_,1163499.5
261,flevopark_12_audio1_2021-11-22_05-00-00_(8),2021-11-22 05:00:00+00:00,2021-11-22 07:23:09+00:00,flevopark_12_,1077099.5
262,flevopark_12_audio1_2021-11-21_18-23-10_(6),2021-11-21 18:23:10+00:00,2021-11-21 20:46:19+00:00,flevopark_12_,1115309.5
263,flevopark_12_audio1_2021-11-22_20-46-20_(12),2021-11-22 20:46:20+00:00,2021-11-22 22:00:00+00:00,flevopark_12_,1022404.0
264,flevopark_12_audio1_2021-11-23_20-46-20_(17),2021-11-23 20:46:20+00:00,2021-11-23 22:00:00+00:00,flevopark_12_,936004.0
265,flevopark_12_audio1_2021-11-24_05-00-00_(18),2021-11-24 05:00:00+00:00,2021-11-24 05:18:30+00:00,flevopark_12_,908039.0
266,flevopark_12_audio1_2021-12-09_18-23-10_(35),2021-12-09 18:23:10+00:00,2021-12-09 20:46:19+00:00,flevopark_12_,-238811.5
267,flevopark_12_audio1_2021-12-09_16-00-00_(34),2021-12-09 16:00:00+00:00,2021-12-09 18:23:09+00:00,flevopark_12_,-230221.5
268,flevopark_12_audio1_2021-12-09_20-46-20_(36),2021-12-09 20:46:20+00:00,2021-12-09 22:00:00+00:00,flevopark_12_,-245317.0
269,flevopark_12_audio1_2021-09-17_00-00-00_(20),2021-09-17 00:00:00+00:00,2021-09-17 02:23:09+00:00,flevopark_12_,6797499.5
270,flevopark_12_audio1_2021-09-17_23-51-40_(30),2021-09-17 23:51:40+00:00,2021-09-18 00:00:00+00:00,flevopark_12_,6715644.0
271,flevopark_12_audio1_2021-09-17_09-32-40_(24),2021-09-17 09:32:40+00:00,2021-09-17 11:55:49+00:00,flevopark_12_,6763139.5
272,flevopark_12_audio1_2021-09-17_21-28-30_(29),2021-09-17 21:28:30+00:00,2021-09-17 23:51:39+00:00,flevopark_12_,6720189.5
273,flevopark_12_audio1_2021-09-18_00-00-02_(31),2021-09-18 00:00:02+00:00,2021-09-18 02:23:11+00:00,flevopark_12_,6711097.5
274,flevopark_12_audio1_2021-09-23_00-00-00_(42),2021-09-23 00:00:00+00:00,2021-09-23 00:06:10+00:00,flevopark_12_,6283209.0
275,flevopark_12_audio1_2021-09-18_04-46-22_(33),2021-09-18 04:46:22+00:00,2021-09-18 07:09:31+00:00,flevopark_12_,6693917.5
276,flevopark_12_audio1_2021-09-24_00-00-00_(43),2021-09-24 00:00:00+00:00,2021-09-24 00:05:46+00:00,flevopark_12_,6196821.0
277,flevopark_12_audio1_2021-09-21_00-00-00_(40),2021-09-21 00:00:00+00:00,2021-09-21 00:07:51+00:00,flevopark_12_,6455958.5
278,flevopark_12_audio1_2021-09-26_00-00-00_(45),2021-09-26 00:00:00+00:00,2021-09-26 00:04:12+00:00,flevopark_12_,6024068.0
279,flevopark_12_audio1_2021-09-18_11-55-52_(36),2021-09-18 11:55:52+00:00,2021-09-18 14:19:01+00:00,flevopark_12_,6668147.5
280,flevopark_12_audio1_2021-09-25_00-00-00_(44),2021-09-25 00:00:00+00:00,2021-09-25 00:04:26+00:00,flevopark_12_,6110461.0
281,flevopark_12_audio1_2021-11-13_07-23-10_(58),2021-11-13 07:23:10+00:00,2021-11-13 09:00:00+00:00,flevopark_12_,1847499.0
282,flevopark_12_audio1_2021-11-13_20-46-20_(61),2021-11-13 20:46:20+00:00,2021-11-13 22:00:00+00:00,flevopark_12_,1800004.0
283,flevopark_12_audio1_2021-11-13_18-23-10_(60),2021-11-13 18:23:10+00:00,2021-11-13 20:46:19+00:00,flevopark_12_,1806509.5
284,flevopark_12_audio1_2021-11-14_07-23-10_(63),2021-11-14 07:23:10+00:00,2021-11-14 09:00:00+00:00,flevopark_12_,1761099.0
285,flevopark_12_audio1_2021-11-14_18-23-10_(65),2021-11-14 18:23:10+00:00,2021-11-14 20:46:19+00:00,flevopark_12_,1720109.5
286,flevopark_12_audio1_2021-11-14_16-00-00_(64),2021-11-14 16:00:00+00:00,2021-11-14 18:23:09+00:00,flevopark_12_,1728699.5
287,flevopark_12_audio1_2021-11-16_16-00-00_(74),2021-11-16 16:00:00+00:00,2021-11-16 16:37:41+00:00,flevopark_12_,1559063.5
288,flevopark_12_audio1_2021-11-15_18-23-10_(70),2021-11-15 18:23:10+00:00,2021-11-15 20:46:19+00:00,flevopark_12_,1633709.5
289,flevopark_12_audio1_2021-11-17_16-00-00_(76),2021-11-17 16:00:00+00:00,2021-11-17 16:16:56+00:00,flevopark_12_,1473286.0
290,flevopark_12_audio1_2021-11-18_05-00-00_(77),2021-11-18 05:00:00+00:00,2021-11-18 05:10:44+00:00,flevopark_12_,1426672.0
291,flevopark_12_audio1_2021-11-16_07-23-10_(73),2021-11-16 07:23:10+00:00,2021-11-16 09:00:00+00:00,flevopark_12_,1588299.0
292,flevopark_12_audio1_2021-12-02_18-23-10_(1),2021-12-02 18:23:10+00:00,2021-12-02 20:46:19+00:00,flevopark_12_,164909.5
293,flevopark_12_audio1_2021-12-02_16-00-00_(0),2021-12-02 16:00:00+00:00,2021-12-02 18:23:09+00:00,flevopark_12_,173499.5
294,flevopark_12_audio1_2021-12-03_07-23-10_(4),2021-12-03 07:23:10+00:00,2021-12-03 09:00:00+00:00,flevopark_12_,119499.0
295,flevopark_12_audio1_2021-12-02_20-46-20_(2),2021-12-02 20:46:20+00:00,2021-12-02 22:00:00+00:00,flevopark_12_,158404.0
296,flevopark_12_audio1_2021-12-03_16-00-00_(5),2021-12-03 16:00:00+00:00,2021-12-03 18:23:09+00:00,flevopark_12_,87099.5
297,flevopark_12_audio1_2021-12-03_18-23-10_(6),2021-12-03 18:23:10+00:00,2021-12-03 20:46:19+00:00,flevopark_12_,78509.5
298,flevopark_12_audio1_2021-12-05_07-23-10_(14),2021-12-05 07:23:10+00:00,2021-12-05 09:00:00+00:00,flevopark_12_,-53301.0
299,flevopark_12_audio1_2021-12-05_20-46-20_(17),2021-12-05 20:46:20+00:00,2021-12-05 22:00:00+00:00,flevopark_12_,79956.0
300,flevopark_12_audio1_2021-12-05_05-00-00_(13),2021-12-05 05:00:00+00:00,2021-12-05 07:23:09+00:00,flevopark_12_,-46100.5
301,flevopark_12_audio1_2021-12-05_16-00-00_(15),2021-12-05 16:00:00+00:00,2021-12-05 18:23:09+00:00,flevopark_12_,-85700.5
302,flevopark_12_audio1_2021-11-18_20-46-20_(4),2021-11-18 20:46:20+00:00,2021-11-18 22:00:00+00:00,flevopark_12_,1368004.0
303,flevopark_12_audio1_2021-11-18_18-23-10_(2),2021-11-18 18:23:10+00:00,2021-11-18 20:15:12+00:00,flevopark_12_,1375443.0
304,flevopark_12_audio1_2021-11-19_07-23-10_(6),2021-11-19 07:23:10+00:00,2021-11-19 09:00:00+00:00,flevopark_12_,1329099.0
305,flevopark_12_audio1_2021-11-21_07-23-10_(4),2021-11-21 07:23:10+00:00,2021-11-21 09:00:00+00:00,flevopark_12_,1156299.0
306,flevopark_12_audio1_2021-11-21_16-00-00_(5),2021-11-21 16:00:00+00:00,2021-11-21 18:23:09+00:00,flevopark_12_,1123899.5
307,flevopark_12_audio1_2021-11-21_20-46-20_(7),2021-11-21 20:46:20+00:00,2021-11-21 22:00:00+00:00,flevopark_12_,1108804.0
308,flevopark_12_audio1_2021-11-22_07-23-10_(9),2021-11-22 07:23:10+00:00,2021-11-22 09:00:00+00:00,flevopark_12_,1069899.0
309,flevopark_12_audio1_2021-11-20_20-46-20_(2),2021-11-20 20:46:20+00:00,2021-11-20 22:00:00+00:00,flevopark_12_,1195204.0
310,flevopark_12_audio1_2021-11-22_18-23-10_(11),2021-11-22 18:23:10+00:00,2021-11-22 20:46:19+00:00,flevopark_12_,1028909.5
311,flevopark_12_audio1_2021-11-22_16-00-00_(10),2021-11-22 16:00:00+00:00,2021-11-22 18:23:09+00:00,flevopark_12_,1037499.5
312,flevopark_12_audio1_2021-11-23_07-23-10_(14),2021-11-23 07:23:10+00:00,2021-11-23 09:00:00+00:00,flevopark_12_,983499.0
313,flevopark_12_audio1_2021-11-23_05-00-00_(13),2021-11-23 05:00:00+00:00,2021-11-23 07:23:09+00:00,flevopark_12_,990699.5
314,flevopark_12_audio1_2021-11-23_18-23-10_(16),2021-11-23 18:23:10+00:00,2021-11-23 20:46:19+00:00,flevopark_12_,942509.5
315,flevopark_12_audio1_2021-11-23_16-00-00_(15),2021-11-23 16:00:00+00:00,2021-11-23 18:23:09+00:00,flevopark_12_,951099.5
316,flevopark_12_audio1_2021-09-17_04-46-20_(22),2021-09-17 04:46:20+00:00,2021-09-17 07:09:29+00:00,flevopark_12_,6780319.5
317,flevopark_12_audio1_2021-09-17_07-09-30_(23),2021-09-17 07:09:30+00:00,2021-09-17 09:32:39+00:00,flevopark_12_,6771729.5
318,flevopark_12_audio1_2021-09-17_16-42-10_(27),2021-09-17 16:42:10+00:00,2021-09-17 19:05:19+00:00,flevopark_12_,6737369.5
319,flevopark_12_audio1_2021-09-17_11-55-50_(25),2021-09-17 11:55:50+00:00,2021-09-17 14:18:59+00:00,flevopark_12_,6754549.5
320,flevopark_12_audio1_2021-09-17_14-19-00_(26),2021-09-17 14:19:00+00:00,2021-09-17 16:42:09+00:00,flevopark_12_,6745959.5
321,flevopark_12_audio1_2021-09-17_02-23-10_(21),2021-09-17 02:23:10+00:00,2021-09-17 04:46:19+00:00,flevopark_12_,6788909.5
322,flevopark_12_audio1_2021-09-17_19-05-20_(28),2021-09-17 19:05:20+00:00,2021-09-17 21:28:29+00:00,flevopark_12_,6728779.5
323,flevopark_12_audio1_2021-09-18_02-23-12_(32),2021-09-18 02:23:12+00:00,2021-09-18 04:46:21+00:00,flevopark_12_,6702507.5
324,flevopark_12_audio1_2021-09-19_00-00-00_(38),2021-09-19 00:00:00+00:00,2021-09-19 00:13:50+00:00,flevopark_12_,6628579.0
325,flevopark_12_audio1_2021-09-22_00-00-00_(41),2021-09-22 00:00:00+00:00,2021-09-22 00:07:14+00:00,flevopark_12_,6369577.0
326,flevopark_12_audio1_2021-09-18_07-09-32_(34),2021-09-18 07:09:32+00:00,2021-09-18 09:32:41+00:00,flevopark_12_,6685327.5
327,flevopark_12_audio1_2021-09-20_00-00-00_(39),2021-09-20 00:00:00+00:00,2021-09-20 00:11:19+00:00,flevopark_12_,6542254.5
328,flevopark_12_audio1_2021-09-18_09-32-42_(35),2021-09-18 09:32:42+00:00,2021-09-18 11:55:51+00:00,flevopark_12_,6676737.5
329,flevopark_12_audio1_2021-09-27_00-00-00_(46),2021-09-27 00:00:00+00:00,2021-09-27 00:02:52+00:00,flevopark_12_,5937708.0
330,flevopark_12_audio1_2021-09-28_00-00-00_(47),2021-09-28 00:00:00+00:00,2021-09-28 00:01:40+00:00,flevopark_12_,5851344.0
331,flevopark_12_audio1_2021-09-29_00-00-00_(48),2021-09-29 00:00:00+00:00,2021-09-29 00:00:30+00:00,flevopark_12_,5764979.0
332,flevopark_12_audio1_2021-09-18_14-19-02_(37),2021-09-18 14:19:02+00:00,2021-09-18 15:54:44+00:00,flevopark_12_,6660981.0
333,flevopark_12_audio1_2021-11-11_16-00-00_(49),2021-11-11 16:00:00+00:00,2021-11-11 18:23:09+00:00,flevopark_12_,1987899.5
334,flevopark_12_audio1_2021-11-11_20-46-20_(51),2021-11-11 20:46:20+00:00,2021-11-11 22:00:00+00:00,flevopark_12_,1972804.0
335,flevopark_12_audio1_2021-11-12_07-23-10_(53),2021-11-12 07:23:10+00:00,2021-11-12 09:00:00+00:00,flevopark_12_,1933899.0
336,flevopark_12_audio1_2021-11-11_18-23-10_(50),2021-11-11 18:23:10+00:00,2021-11-11 20:46:19+00:00,flevopark_12_,1979309.5
337,flevopark_12_audio1_2021-11-12_05-00-00_(52),2021-11-12 05:00:00+00:00,2021-11-12 07:23:09+00:00,flevopark_12_,1941099.5
338,flevopark_12_audio1_2021-11-12_20-46-20_(56),2021-11-12 20:46:20+00:00,2021-11-12 22:00:00+00:00,flevopark_12_,1886404.0
339,flevopark_12_audio1_2021-11-12_18-23-10_(55),2021-11-12 18:23:10+00:00,2021-11-12 20:46:19+00:00,flevopark_12_,1892909.5
340,flevopark_12_audio1_2021-11-12_16-00-00_(54),2021-11-12 16:00:00+00:00,2021-11-12 18:23:09+00:00,flevopark_12_,1901499.5
341,flevopark_12_audio1_2021-11-13_05-00-00_(57),2021-11-13 05:00:00+00:00,2021-11-13 07:23:09+00:00,flevopark_12_,1854699.5
342,flevopark_12_audio1_2021-11-13_16-00-00_(59),2021-11-13 16:00:00+00:00,2021-11-13 18:23:09+00:00,flevopark_12_,1815099.5
343,flevopark_12_audio1_2021-11-14_20-46-20_(66),2021-11-14 20:46:20+00:00,2021-11-14 22:00:00+00:00,flevopark_12_,1713604.0
344,flevopark_12_audio1_2021-11-14_05-00-00_(62),2021-11-14 05:00:00+00:00,2021-11-14 07:23:09+00:00,flevopark_12_,1768299.5
345,flevopark_12_audio1_2021-11-15_07-23-10_(68),2021-11-15 07:23:10+00:00,2021-11-15 09:00:00+00:00,flevopark_12_,1674699.0
346,flevopark_12_audio1_2021-11-15_05-00-00_(67),2021-11-15 05:00:00+00:00,2021-11-15 07:23:09+00:00,flevopark_12_,1681899.5
347,flevopark_12_audio1_2021-11-15_16-00-00_(69),2021-11-15 16:00:00+00:00,2021-11-15 18:23:09+00:00,flevopark_12_,1642299.5
348,flevopark_12_audio1_2021-11-17_05-00-00_(75),2021-11-17 05:00:00+00:00,2021-11-17 05:17:36+00:00,flevopark_12_,1512866.0
349,flevopark_12_audio1_2021-11-16_05-00-00_(72),2021-11-16 05:00:00+00:00,2021-11-16 07:23:09+00:00,flevopark_12_,1595499.5
350,flevopark_12_audio1_2021-11-15_20-46-20_(71),2021-11-15 20:46:20+00:00,2021-11-15 22:00:00+00:00,flevopark_12_,1627204.0
351,flevopark_12_audio1_2021-12-03_05-00-00_(3),2021-12-03 05:00:00+00:00,2021-12-03 07:23:09+00:00,flevopark_12_,126699.5
352,flevopark_12_audio1_2021-12-03_20-46-20_(7),2021-12-03 20:46:20+00:00,2021-12-03 22:00:00+00:00,flevopark_12_,72004.0
353,flevopark_12_audio1_2021-12-04_18-23-10_(11),2021-12-04 18:23:10+00:00,2021-12-04 20:46:19+00:00,flevopark_12_,-7890.5
354,flevopark_12_audio1_2021-12-04_05-00-00_(8),2021-12-04 05:00:00+00:00,2021-12-04 07:23:09+00:00,flevopark_12_,40299.5
355,flevopark_12_audio1_2021-12-04_07-23-10_(9),2021-12-04 07:23:10+00:00,2021-12-04 09:00:00+00:00,flevopark_12_,33099.0
356,flevopark_12_audio1_2021-12-04_20-46-20_(12),2021-12-04 20:46:20+00:00,2021-12-04 22:00:00+00:00,flevopark_12_,-14396.0
357,flevopark_12_audio1_2021-12-05_18-23-10_(16),2021-12-05 18:23:10+00:00,2021-12-05 20:46:19+00:00,flevopark_12_,86461.5
358,flevopark_12_audio1_2021-12-06_07-23-10_(18),2021-12-06 07:23:10+00:00,2021-12-06 09:00:00+00:00,flevopark_12_,41051.0
359,flevopark_13_audio1_2021-09-28_16-00-00_(0),2021-09-28 16:00:00+00:00,2021-09-28 18:23:09+00:00,flevopark_13_,8039.5
360,flevopark_13_audio1_2021-09-29_07-23-10_(4),2021-09-29 07:23:10+00:00,2021-09-29 09:00:00+00:00,flevopark_13_,-41826.0
